air,minecraft:air,0,0
stone,minecraft:stone,1,0
granite,minecraft:stone,1,1
polished_granite,minecraft:stone,1,2
diorite,minecraft:stone,1,3
polished_diorite,minecraft:stone,1,4
andesite,minecraft:stone,1,5
polished_andesite,minecraft:stone,1,6
grass_block,minecraft:grass,2,0
dirt,minecraft:dirt,3,0
coarse_dirt,minecraft:dirt,3,1
podzol,minecraft:dirt,3,2
cobblestone,minecraft:cobblestone,4,0
oak_planks,minecraft:planks,5,0
spruce_planks,minecraft:planks,5,1
birch_planks,minecraft:planks,5,2
jungle_planks,minecraft:planks,5,3
acacia_planks,minecraft:planks,5,4
dark_oak_planks,minecraft:planks,5,5
oak_sapling,minecraft:sapling,6,0
spruce_sapling,minecraft:sapling,6,1
birch_sapling,minecraft:sapling,6,2
jungle_sapling,minecraft:sapling,6,3
acacia_sapling,minecraft:sapling,6,4
dark_oak_sapling,minecraft:sapling,6,5
bedrock,minecraft:bedrock,7,0
lava,minecraft:lava,9,0
water,minecraft:water,11,0
sand,minecraft:sand,12,0
red_sand,minecraft:sand,12,1
gravel,minecraft:gravel,13,0
gold_ore,minecraft:gold_ore,14,0
iron_ore,minecraft:iron_ore,15,0
coal_ore,minecraft:coal_ore,16,0
oak_log,minecraft:log,17,0
spruce_log,minecraft:log,17,1
birch_log,minecraft:log,17,2
jungle_log,minecraft:log,17,3
oak_leaves,minecraft:leaves,18,0
spruce_leaves,minecraft:leaves,18,1
birch_leaves,minecraft:leaves,18,2
jungle_leaves,minecraft:leaves,18,3
oak_leaves,minecraft:leaves,18,4
spruce_leaves,minecraft:leaves,18,5
birch_leaves,minecraft:leaves,18,6
jungle_leaves,minecraft:leaves,18,7
oak_leaves,minecraft:leaves,18,8
spruce_leaves,minecraft:leaves,18,9
birch_leaves,minecraft:leaves,18,10
jungle_leaves,minecraft:leaves,18,11
sponge,minecraft:sponge,19,0
wet_sponge,minecraft:sponge,19,1
glass,minecraft:glass,20,0
lapis_lazuli_ore,minecraft:lapis_ore,21,0
lapis_lazuli_block,minecraft:lapis_block,22,0
dispenser,minecraft:dispenser,23,0
sandstone,minecraft:sandstone,24,0
chiseled_sandstone,minecraft:sandstone,24,1
smooth_sandstone,minecraft:sandstone,24,2
note_block,minecraft:noteblock,25,0
powered_rails,minecraft:golden_rail,27,0
detector_rails,minecraft:detector_rail,28,0
sticky_piston,minecraft:sticky_piston,29,0
cobweb,minecraft:web,30,0
grass,minecraft:tallgrass,31,1
fern,minecraft:tallgrass,31,2
dead_bush,minecraft:deadbush,32,0
piston,minecraft:piston,33,0
white_wool,minecraft:wool,35,0
orange_wool,minecraft:wool,35,1
magenta_wool,minecraft:wool,35,2
light_blue_wool,minecraft:wool,35,3
yellow_wool,minecraft:wool,35,4
lime_wool,minecraft:wool,35,5
pink_wool,minecraft:wool,35,6
gray_wool,minecraft:wool,35,7
light_gray_wool,minecraft:wool,35,8
cyan_wool,minecraft:wool,35,9
purple_wool,minecraft:wool,35,10
blue_wool,minecraft:wool,35,11
brown_wool,minecraft:wool,35,12
green_wool,minecraft:wool,35,13
red_wool,minecraft:wool,35,14
black_wool,minecraft:wool,35,15
dandelion,minecraft:yellow_flower,37,0
poppy,minecraft:red_flower,38,0
blue_orchid,minecraft:red_flower,38,1
allium,minecraft:red_flower,38,2
azure_bluet,minecraft:red_flower,38,3
red_tulip,minecraft:red_flower,38,4
orange_tulip,minecraft:red_flower,38,5
white_tulip,minecraft:red_flower,38,6
pink_tulip,minecraft:red_flower,38,7
oxeye_daisy,minecraft:red_flower,38,8
mushroom_(brown),minecraft:brown_mushroom,39,0
mushroom_(red_with_white_spots),minecraft:red_mushroom,40,0
block_of_gold,minecraft:gold_block,41,0
block_of_iron,minecraft:iron_block,42,0
stone_slab,minecraft:stone_slab,44,0
sandstone_slab,minecraft:stone_slab,44,1
cobblestone_slab,minecraft:stone_slab,44,3
brick_slab,minecraft:stone_slab,44,4
stone_brick_slab,minecraft:stone_slab,44,5
nether_brick_slab,minecraft:stone_slab,44,6
quartz_slab,minecraft:stone_slab,44,7
bricks,minecraft:brick_block,45,0
tnt,minecraft:tnt,46,0
bookshelf,minecraft:bookshelf,47,0
mossy_cobblestone,minecraft:mossy_cobblestone,48,0
obsidian,minecraft:obsidian,49,0
torch,minecraft:torch,50,0
monster_spawner,minecraft:mob_spawner,52,0
oak_wood_stairs,minecraft:oak_stairs,53,0
chest,minecraft:chest,54,0
diamond_ore,minecraft:diamond_ore,56,0
block_of_diamond,minecraft:diamond_block,57,0
crafting_table,minecraft:crafting_table,58,0
farmland,minecraft:farmland,60,0
furnace,minecraft:furnace,61,0
ladder,minecraft:ladder,65,0
rails,minecraft:rail,66,0
cobblestone_stairs,minecraft:stone_stairs,67,0
lever,minecraft:lever,69,0
stone_pressure_plate,minecraft:stone_pressure_plate,70,0
oak_pressure_plate,minecraft:wooden_pressure_plate,72,0
redstone_ore,minecraft:redstone_ore,73,0
redstone_torch,minecraft:redstone_torch,76,0
stone_button,minecraft:stone_button,77,0
snow,minecraft:snow_layer,78,0
ice,minecraft:ice,79,0
snow_block,minecraft:snow,80,0
cactus,minecraft:cactus,81,0
clay_block,minecraft:clay,82,0
jukebox,minecraft:jukebox,84,0
oak_fence,minecraft:fence,85,0
pumpkin,minecraft:pumpkin,86,0
netherrack,minecraft:netherrack,87,0
soul_sand,minecraft:soul_sand,88,0
glowstone,minecraft:glowstone,89,0
jack_o'lantern,minecraft:lit_pumpkin,91,0
white_stained_glass,minecraft:stained_glass,95,0
orange_stained_glass,minecraft:stained_glass,95,1
magenta_stained_glass,minecraft:stained_glass,95,2
light_blue_stained_glass,minecraft:stained_glass,95,3
yellow_stained_glass,minecraft:stained_glass,95,4
lime_stained_glass,minecraft:stained_glass,95,5
pink_stained_glass,minecraft:stained_glass,95,6
gray_stained_glass,minecraft:stained_glass,95,7
light_gray_stained_glass,minecraft:stained_glass,95,8
cyan_stained_glass,minecraft:stained_glass,95,9
purple_stained_glass,minecraft:stained_glass,95,10
blue_stained_glass,minecraft:stained_glass,95,11
brown_stained_glass,minecraft:stained_glass,95,12
green_stained_glass,minecraft:stained_glass,95,13
red_stained_glass,minecraft:stained_glass,95,14
black_stained_glass,minecraft:stained_glass,95,15
oak_trapdoor,minecraft:trapdoor,96,0
stone_monster_egg_(infested_stone),minecraft:monster_egg,97,0
cobblestone_monster_egg_(infested_cobblestone),minecraft:monster_egg,97,1
stone_brick_monster_egg_(infested_stone_brick),minecraft:monster_egg,97,2
mossy_stone_brick_monster_egg_(infested_mossy_stone_brick),minecraft:monster_egg,97,3
cracked_stone_brick_monster_egg_(infested_cracked_stone_brick),minecraft:monster_egg,97,4
chiseled_stone_brick_monster_egg_(infested_chiseled_stone_brick),minecraft:monster_egg,97,5
stone_bricks,minecraft:stonebrick,98,0
mossy_stone_bricks,minecraft:stonebrick,98,1
cracked_stone_bricks,minecraft:stonebrick,98,2
chiseled_stone_bricks,minecraft:stonebrick,98,3
brown_mushroom_block,minecraft:brown_mushroom_block,99,0
red_mushroom_block,minecraft:red_mushroom_block,100,0
iron_bars,minecraft:iron_bars,101,0
glass_pane,minecraft:glass_pane,102,0
block_of_melon,minecraft:melon_block,103,0
vines,minecraft:vine,106,0
oak_fence_gate,minecraft:fence_gate,107,0
brick_stairs,minecraft:brick_stairs,108,0
stone_brick_stairs,minecraft:stone_brick_stairs,109,0
mycelium,minecraft:mycelium,110,0
lily_pad,minecraft:waterlily,111,0
block_of_nether_brick,minecraft:nether_brick,112,0
nether_brick_fence,minecraft:nether_brick_fence,113,0
nether_brick_stairs,minecraft:nether_brick_stairs,114,0
enchanting_table,minecraft:enchanting_table,116,0
end_portal_frame,minecraft:end_portal_frame,120,0
end_stone,minecraft:end_stone,121,0
dragon_egg,minecraft:dragon_egg,122,0
redstone_lamp,minecraft:redstone_lamp,123,0
oak_wood_slab,minecraft:wooden_slab,126,0
spruce_wood_slab,minecraft:wooden_slab,126,1
birch_wood_slab,minecraft:wooden_slab,126,2
jungle_wood_slab,minecraft:wooden_slab,126,3
acacia_wood_slab,minecraft:wooden_slab,126,4
dark_oak_wood_slab,minecraft:wooden_slab,126,5
sandstone_stairs,minecraft:sandstone_stairs,128,0
emerald_ore,minecraft:emerald_ore,129,0
ender_chest,minecraft:ender_chest,130,0
tripwire_hook,minecraft:tripwire_hook,131,0
block_of_emerald,minecraft:emerald_block,133,0
spruce_wood_stairs,minecraft:spruce_stairs,134,0
birch_wood_stairs,minecraft:birch_stairs,135,0
jungle_wood_stairs,minecraft:jungle_stairs,136,0
command_block,minecraft:command_block,137,0
beacon,minecraft:beacon,138,0
cobblestone_wall,minecraft:cobblestone_wall,139,0
mossy_cobblestone_wall,minecraft:cobblestone_wall,139,1
oak_button,minecraft:wooden_button,143,0
anvil,minecraft:anvil,145,0
slightly_damaged_anvil,minecraft:anvil,145,1
very_damaged_anvil,minecraft:anvil,145,2
trapped_chest,minecraft:trapped_chest,146,0
light_weighted_pressure_plate,minecraft:light_weighted_pressure_plate,147,0
heavy_weighted_pressure_plate,minecraft:heavy_weighted_pressure_plate,148,0
daylight_sensor,minecraft:daylight_detector,151,0
block_of_redstone,minecraft:redstone_block,152,0
nether_quartz_ore,minecraft:quartz_ore,153,0
hopper,minecraft:hopper,154,0
block_of_quartz,minecraft:quartz_block,155,0
chiseled_quartz_block,minecraft:quartz_block,155,1
pillar_quartz_block,minecraft:quartz_block,155,2
quartz_stairs,minecraft:quartz_stairs,156,0
activator_rails,minecraft:activator_rail,157,0
dropper,minecraft:dropper,158,0
white_terracotta,minecraft:stained_hardened_clay,159,0
orange_terracotta,minecraft:stained_hardened_clay,159,1
magenta_terracotta,minecraft:stained_hardened_clay,159,2
light_blue_terracotta,minecraft:stained_hardened_clay,159,3
yellow_terracotta,minecraft:stained_hardened_clay,159,4
lime_terracotta,minecraft:stained_hardened_clay,159,5
pink_terracotta,minecraft:stained_hardened_clay,159,6
gray_terracotta,minecraft:stained_hardened_clay,159,7
light_gray_terracotta,minecraft:stained_hardened_clay,159,8
cyan_terracotta,minecraft:stained_hardened_clay,159,9
purple_terracotta,minecraft:stained_hardened_clay,159,10
blue_terracotta,minecraft:stained_hardened_clay,159,11
brown_terracotta,minecraft:stained_hardened_clay,159,12
green_terracotta,minecraft:stained_hardened_clay,159,13
red_terracotta,minecraft:stained_hardened_clay,159,14
black_terracotta,minecraft:stained_hardened_clay,159,15
white_stained_glass_pane,minecraft:stained_glass_pane,160,0
orange_stained_glass_pane,minecraft:stained_glass_pane,160,1
magenta_stained_glass_pane,minecraft:stained_glass_pane,160,2
light_blue_stained_glass_pane,minecraft:stained_glass_pane,160,3
yellow_stained_glass_pane,minecraft:stained_glass_pane,160,4
lime_stained_glass_pane,minecraft:stained_glass_pane,160,5
pink_stained_glass_pane,minecraft:stained_glass_pane,160,6
gray_stained_glass_pane,minecraft:stained_glass_pane,160,7
light_gray_stained_glass_pane,minecraft:stained_glass_pane,160,8
cyan_stained_glass_pane,minecraft:stained_glass_pane,160,9
purple_stained_glass_pane,minecraft:stained_glass_pane,160,10
blue_stained_glass_pane,minecraft:stained_glass_pane,160,11
brown_stained_glass_pane,minecraft:stained_glass_pane,160,12
green_stained_glass_pane,minecraft:stained_glass_pane,160,13
red_stained_glass_pane,minecraft:stained_glass_pane,160,14
black_stained_glass_pane,minecraft:stained_glass_pane,160,15
acacia_leaves,minecraft:leaves2,161,0
dark_oak_leaves,minecraft:leaves2,161,1
acacia_leaves,minecraft:leaves2,161,4
dark_oak_leaves,minecraft:leaves2,161,5
acacia_log,minecraft:log2,162,0
dark_oak_log,minecraft:log2,162,1
acacia_wood_stairs,minecraft:acacia_stairs,163,0
dark_oak_wood_stairs,minecraft:dark_oak_stairs,164,0
slime_block,minecraft:slime,165,0
barrier,minecraft:barrier,166,0
iron_trapdoor,minecraft:iron_trapdoor,167,0
prismarine,minecraft:prismarine,168,0
prismarine_bricks,minecraft:prismarine,168,1
dark_prismarine,minecraft:prismarine,168,2
sea_lantern,minecraft:sea_lantern,169,0
hay_bale,minecraft:hay_block,170,0
white_carpet,minecraft:carpet,171,0
orange_carpet,minecraft:carpet,171,1
magenta_carpet,minecraft:carpet,171,2
light_blue_carpet,minecraft:carpet,171,3
yellow_carpet,minecraft:carpet,171,4
lime_carpet,minecraft:carpet,171,5
pink_carpet,minecraft:carpet,171,6
gray_carpet,minecraft:carpet,171,7
light_gray_carpet,minecraft:carpet,171,8
cyan_carpet,minecraft:carpet,171,9
purple_carpet,minecraft:carpet,171,10
blue_carpet,minecraft:carpet,171,11
brown_carpet,minecraft:carpet,171,12
green_carpet,minecraft:carpet,171,13
red_carpet,minecraft:carpet,171,14
black_carpet,minecraft:carpet,171,15
terracotta,minecraft:hardened_clay,172,0
coal_block,minecraft:coal_block,173,0
packed_ice,minecraft:packed_ice,174,0
sunflower,minecraft:double_plant,175,0
lilac,minecraft:double_plant,175,1
double_tallgrass,minecraft:double_plant,175,2
large_fern,minecraft:double_plant,175,3
rose_bush,minecraft:double_plant,175,4
peony,minecraft:double_plant,175,5
red_sandstone,minecraft:red_sandstone,179,0
chiseled_red_sandstone,minecraft:red_sandstone,179,1
smooth_red_sandstone,minecraft:red_sandstone,179,2
red_sandstone_stairs,minecraft:red_sandstone_stairs,180,0
red_sandstone_slab,minecraft:stone_slab2,182,0
spruce_fence_gate,minecraft:spruce_fence_gate,183,0
birch_fence_gate,minecraft:birch_fence_gate,184,0
jungle_fence_gate,minecraft:jungle_fence_gate,185,0
dark_oak_fence_gate,minecraft:dark_oak_fence_gate,186,0
acacia_fence_gate,minecraft:acacia_fence_gate,187,0
spruce_fence,minecraft:spruce_fence,188,0
birch_fence,minecraft:birch_fence,189,0
jungle_fence,minecraft:jungle_fence,190,0
dark_oak_fence,minecraft:dark_oak_fence,191,0
acacia_fence,minecraft:acacia_fence,192,0
end_rod,minecraft:end_rod,198,0
chorus_plant,minecraft:chorus_plant,199,0
chorus_flower,minecraft:chorus_flower,200,0
purpur_block,minecraft:purpur_block,201,0
purpur_pillar,minecraft:purpur_pillar,202,0
purpur_stairs,minecraft:purpur_stairs,203,0
purpur_slab,minecraft:purpur_slab,205,0
end_stone_bricks,minecraft:end_bricks,206,0
grass_path,minecraft:grass_path,208,0
repeating_command_block,minecraft:repeating_command_block,210,0
chain_command_block,minecraft:chain_command_block,211,0
magma_block,minecraft:magma,213,0
nether_wart_block,minecraft:nether_wart_block,214,0
red_nether_brick,minecraft:red_nether_brick,215,0
bone_block,minecraft:bone_block,216,0
structure_void,minecraft:structure_void,217,0
observer,minecraft:observer,218,0
white_shulker_box,minecraft:white_shulker_box,219,0
orange_shulker_box,minecraft:orange_shulker_box,220,0
magenta_shulker_box,minecraft:magenta_shulker_box,221,0
light_blue_shulker_box,minecraft:light_blue_shulker_box,222,0
yellow_shulker_box,minecraft:yellow_shulker_box,223,0
lime_shulker_box,minecraft:lime_shulker_box,224,0
pink_shulker_box,minecraft:pink_shulker_box,225,0
gray_shulker_box,minecraft:gray_shulker_box,226,0
light_gray_shulker_box,minecraft:silver_shulker_box,227,0
cyan_shulker_box,minecraft:cyan_shulker_box,228,0
purple_shulker_box,minecraft:purple_shulker_box,229,0
blue_shulker_box,minecraft:blue_shulker_box,230,0
brown_shulker_box,minecraft:brown_shulker_box,231,0
green_shulker_box,minecraft:green_shulker_box,232,0
red_shulker_box,minecraft:red_shulker_box,233,0
black_shulker_box,minecraft:black_shulker_box,234,0
white_glazed_terracotta,minecraft:white_glazed_terracotta,235,0
orange_glazed_terracotta,minecraft:orange_glazed_terracotta,236,0
magenta_glazed_terracotta,minecraft:magenta_glazed_terracotta,237,0
light_blue_glazed_terracotta,minecraft:light_blue_glazed_terracotta,238,0
yellow_glazed_terracotta,minecraft:yellow_glazed_terracotta,239,0
lime_glazed_terracotta,minecraft:lime_glazed_terracotta,240,0
pink_glazed_terracotta,minecraft:pink_glazed_terracotta,241,0
gray_glazed_terracotta,minecraft:gray_glazed_terracotta,242,0
light_gray_glazed_terracotta,minecraft:silver_glazed_terracotta,243,0
cyan_glazed_terracotta,minecraft:cyan_glazed_terracotta,244,0
purple_glazed_terracotta,minecraft:purple_glazed_terracotta,245,0
blue_glazed_terracotta,minecraft:blue_glazed_terracotta,246,0
brown_glazed_terracotta,minecraft:brown_glazed_terracotta,247,0
green_glazed_terracotta,minecraft:green_glazed_terracotta,248,0
red_glazed_terracotta,minecraft:red_glazed_terracotta,249,0
black_glazed_terracotta,minecraft:black_glazed_terracotta,250,0
white_concrete,minecraft:concrete,251,0
orange_concrete,minecraft:concrete,251,1
magenta_concrete,minecraft:concrete,251,2
light_blue_concrete,minecraft:concrete,251,3
yellow_concrete,minecraft:concrete,251,4
lime_concrete,minecraft:concrete,251,5
pink_concrete,minecraft:concrete,251,6
gray_concrete,minecraft:concrete,251,7
light_gray_concrete,minecraft:concrete,251,8
cyan_concrete,minecraft:concrete,251,9
purple_concrete,minecraft:concrete,251,10
blue_concrete,minecraft:concrete,251,11
brown_concrete,minecraft:concrete,251,12
green_concrete,minecraft:concrete,251,13
red_concrete,minecraft:concrete,251,14
black_concrete,minecraft:concrete,251,15
white_concrete_powder,minecraft:concrete_powder,252,0
orange_concrete_powder,minecraft:concrete_powder,252,1
magenta_concrete_powder,minecraft:concrete_powder,252,2
light_blue_concrete_powder,minecraft:concrete_powder,252,3
yellow_concrete_powder,minecraft:concrete_powder,252,4
lime_concrete_powder,minecraft:concrete_powder,252,5
pink_concrete_powder,minecraft:concrete_powder,252,6
gray_concrete_powder,minecraft:concrete_powder,252,7
light_gray_concrete_powder,minecraft:concrete_powder,252,8
cyan_concrete_powder,minecraft:concrete_powder,252,9
purple_concrete_powder,minecraft:concrete_powder,252,10
blue_concrete_powder,minecraft:concrete_powder,252,11
brown_concrete_powder,minecraft:concrete_powder,252,12
green_concrete_powder,minecraft:concrete_powder,252,13
red_concrete_powder,minecraft:concrete_powder,252,14
black_concrete_powder,minecraft:concrete_powder,252,15
structure_block,minecraft:structure_block,255,0
